City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
379,Tiksi,RU,2022-07-23 22:16:23,71.6872,128.8694,48.74,80,29,5.7
380,Jos,NG,2022-07-23 22:20:03,9.9167,8.9,63.19,95,100,3.62
381,Richards Bay,ZA,2022-07-23 22:19:56,-28.783,32.0377,68.99,79,53,13.47
382,Sungai Besar,MY,2022-07-23 22:18:59,3.6746,100.9867,75.42,92,92,4.09
383,Bartica,GY,2022-07-23 22:20:03,6.4,-58.6167,75.67,97,100,3.53
384,Sterling,US,2022-07-23 22:17:12,39.0062,-77.4286,97.25,46,20,8.99
385,Coquimbo,CL,2022-07-23 22:20:04,-29.9533,-71.3436,55.13,82,100,4.61
386,Alta Floresta,BR,2022-07-23 22:17:33,-9.8756,-56.0861,82.35,29,4,3.2
387,Bazarnyye Mataki,RU,2022-07-23 22:20:04,54.8833,49.9333,67.41,67,79,1.23
388,Tautira,PF,2022-07-23 22:20:04,-17.7333,-149.15,78.82,77,5,15.9
389,Ostrovnoy,RU,2022-07-23 22:20:05,68.0531,39.5131,50.0,90,97,4.18
390,Puri,IN,2022-07-23 22:20:05,19.8,85.85,83.21,82,88,14.0
391,Katsuura,JP,2022-07-23 22:20:06,35.1333,140.3,79.05,83,98,12.06
392,Joutseno,FI,2022-07-23 22:20:06,61.118,28.5076,62.78,95,53,6.13
393,Merauke,ID,2022-07-23 22:20:06,-8.4667,140.3333,76.05,91,79,10.83
394,Chimbote,PE,2022-07-23 22:20:07,-9.0853,-78.5783,64.74,79,61,8.66
395,Alihe,CN,2022-07-23 22:20:07,50.5667,123.7167,65.93,83,39,1.43
396,Bollnas,SE,2022-07-23 22:20:07,61.3482,16.3946,54.32,84,100,2.42
397,Sete,FR,2022-07-23 22:20:08,43.4018,3.6966,81.75,45,1,9.86
398,Batsfjord,NO,2022-07-23 22:20:08,70.6345,29.7185,51.58,81,100,24.16
399,Boddam,GB,2022-07-23 22:20:09,57.4667,-1.7833,60.49,94,100,19.01
400,Hamilton,US,2022-07-23 22:17:26,39.1834,-84.5333,89.6,55,0,8.05
401,Semey,KZ,2022-07-23 22:20:09,50.4111,80.2275,70.02,43,99,3.44
402,Anadyr,RU,2022-07-23 22:20:09,64.75,177.4833,47.7,68,100,6.08
403,Bodaybo,RU,2022-07-23 22:20:10,57.8506,114.1933,69.64,81,3,3.0
404,Kilindoni,TZ,2022-07-23 22:20:10,-7.9139,39.6668,74.82,76,10,13.09
405,Fasa,IR,2022-07-23 22:20:10,28.9383,53.6482,80.38,40,4,2.42
406,Xuanhua,CN,2022-07-23 22:20:11,40.6103,115.0447,70.47,54,4,2.04
407,Miles City,US,2022-07-23 22:20:11,46.4083,-105.8406,86.72,23,0,10.49
408,Biak,ID,2022-07-23 22:20:11,-0.9131,122.8766,75.02,86,53,5.3
409,Kurayoshi,JP,2022-07-23 22:21:12,35.4333,133.8167,73.31,81,96,3.18
410,Albesti,RO,2022-07-23 22:21:12,47.7,27.0667,73.09,46,24,5.26
411,Tuy Hoa,VN,2022-07-23 22:21:13,13.0833,109.3,75.31,90,63,3.49
412,Riyadh,SA,2022-07-23 22:21:13,24.6877,46.7219,95.14,15,95,7.81
413,Junin,AR,2022-07-23 22:21:13,-34.5838,-60.9433,61.9,98,20,5.17
414,Shimoda,JP,2022-07-23 22:17:33,34.6667,138.95,79.11,78,100,6.15
415,Dubti,ET,2022-07-23 22:21:14,11.7361,41.0853,94.41,35,45,6.53
416,Jackson,US,2022-07-23 22:21:14,42.4165,-122.8345,91.15,28,0,4.0
417,Greenwood,US,2022-07-23 22:19:56,34.1668,-82.1165,95.36,51,0,6.91
418,Inyonga,TZ,2022-07-23 22:21:15,-6.7167,32.0667,64.2,51,4,4.79
419,Cap-Aux-Meules,CA,2022-07-23 22:21:15,47.3821,-61.8597,77.05,73,0,8.05
420,Upington,ZA,2022-07-23 22:20:22,-28.4478,21.2561,46.78,66,0,5.75
421,Laguna,US,2022-07-23 22:19:06,38.421,-121.4238,97.39,11,0,8.39
422,Gannan,CN,2022-07-23 22:21:15,47.9147,123.5031,66.65,93,100,5.53
423,Naze,JP,2022-07-23 22:21:16,28.3667,129.4833,79.72,73,100,0.72
424,Saint-Francois,FR,2022-07-23 22:21:16,46.4154,3.9054,65.64,82,0,0.0
425,Comodoro Rivadavia,AR,2022-07-23 22:20:25,-45.8667,-67.5,38.01,68,100,5.93
426,Galle,LK,2022-07-23 22:21:17,6.0367,80.217,78.67,86,82,14.0
427,Kasiri,SL,2022-07-23 22:21:17,8.9412,-13.1148,80.78,84,61,7.2
428,Portel,BR,2022-07-23 22:21:18,-1.9356,-50.8211,83.08,62,100,1.1
429,Kajaani,FI,2022-07-23 22:21:18,64.2273,27.7285,54.66,91,38,5.95
430,Saint Augustine,US,2022-07-23 22:21:18,29.8947,-81.3145,86.18,62,8,11.59
431,Palmerston,AU,2022-07-23 22:21:19,-12.486,130.9833,59.9,94,70,0.0
432,Khor,RU,2022-07-23 22:21:19,47.8861,134.9464,64.6,91,48,4.03
433,Zeulenroda,DE,2022-07-23 22:21:19,50.65,11.9833,62.78,73,57,2.42
434,Ambon,ID,2022-07-23 22:21:20,-3.6954,128.1814,77.18,73,94,9.4
435,Manoel Urbano,BR,2022-07-23 22:21:20,-8.8389,-69.2597,83.75,65,22,2.59
436,Noeux-Les-Mines,FR,2022-07-23 22:21:20,50.4801,2.6657,65.12,81,96,6.17
437,Kikwit,CD,2022-07-23 22:21:21,-5.041,18.8162,76.62,59,53,2.42
438,Chamba,IN,2022-07-23 22:21:21,32.5667,76.1333,75.54,87,97,1.7
439,Morwell,AU,2022-07-23 22:21:21,-38.2333,146.4,47.34,98,94,1.45
440,Cayenne,GF,2022-07-23 22:21:22,4.9333,-52.3333,79.52,81,93,7.52
441,Port Hardy,CA,2022-07-23 22:18:55,50.6996,-127.4199,64.58,72,40,13.8
442,Portland,US,2022-07-23 22:21:22,45.5234,-122.6762,83.98,51,20,4.61
443,Saint-Gaudens,FR,2022-07-23 22:21:22,43.0833,0.6667,63.01,69,0,4.12
444,Vila Velha,BR,2022-07-23 22:21:23,-20.3297,-40.2925,73.35,85,20,5.75
445,Harper,LR,2022-07-23 22:21:23,4.375,-7.7169,74.86,75,68,8.05
446,Sao Francisco,BR,2022-07-23 22:21:24,-15.9486,-44.8644,74.25,37,0,3.67
447,Tura,IN,2022-07-23 22:21:24,25.5198,90.2201,73.44,99,100,3.47
448,Azul,AR,2022-07-23 22:19:37,-36.777,-59.8585,53.35,90,91,4.5
449,Raymond,US,2022-07-23 22:21:24,43.9015,-70.4703,90.91,48,16,5.17
450,Rocky Mountain House,CA,2022-07-23 22:21:25,52.3668,-114.9188,71.08,71,16,8.32
451,Fukue,JP,2022-07-23 22:21:25,32.6881,128.8419,79.72,88,97,13.31
452,Port Hueneme,US,2022-07-23 22:21:25,34.1478,-119.1951,96.24,72,100,11.5
453,Tilichiki,RU,2022-07-23 22:21:26,60.4667,166.1,48.47,79,100,7.85
454,Christchurch,NZ,2022-07-23 22:20:06,-43.5333,172.6333,42.42,93,100,2.3
455,Berlevag,NO,2022-07-23 22:22:27,70.8578,29.0864,50.36,92,100,21.12
456,Nizwa,OM,2022-07-23 22:17:47,22.9333,57.5333,86.52,60,40,3.36
457,Nome,US,2022-07-23 22:20:28,64.5011,-165.4064,48.27,87,100,12.66
458,Esso,RU,2022-07-23 22:22:28,55.9333,158.7,64.09,48,7,6.46
459,Belle Fourche,US,2022-07-23 22:22:28,44.6714,-103.8522,89.31,24,94,12.39
460,Sinegorsk,RU,2022-07-23 22:22:28,47.1667,142.5,53.38,99,100,4.38
461,Dingle,PH,2022-07-23 22:22:29,10.9995,122.6711,77.07,91,82,1.57
462,Dharchula,IN,2022-07-23 22:22:29,29.85,80.5333,73.44,91,100,1.57
463,Sinegorye,RU,2022-07-23 22:22:29,62.0788,150.477,62.73,51,100,2.37
464,San Policarpo,PH,2022-07-23 22:22:30,12.1791,125.5072,80.76,82,94,0.45
465,Karla,EE,2022-07-23 22:22:30,59.3723,24.9275,58.87,96,71,6.46
466,Mitsamiouli,KM,2022-07-23 22:22:31,-11.3847,43.2844,75.42,71,30,4.14
467,Iwanai,JP,2022-07-23 22:22:31,42.9744,140.5089,66.51,95,100,4.63
468,Monywa,MM,2022-07-23 22:22:31,22.1167,95.1333,79.93,80,98,6.85
469,Vila Do Maio,CV,2022-07-23 22:22:32,15.1333,-23.2167,79.59,86,74,5.97
470,Tiarei,PF,2022-07-23 22:22:32,-17.5333,-149.3333,84.22,78,14,16.02
471,Imbituba,BR,2022-07-23 22:17:58,-28.24,-48.6703,63.39,96,26,6.82
472,Ayagoz,KZ,2022-07-23 22:21:35,47.9714,80.4392,61.52,45,68,2.06
473,Yazykovo,RU,2022-07-23 22:22:33,55.2199,56.1353,62.4,80,76,1.95
474,Shaunavon,CA,2022-07-23 22:22:33,49.6501,-108.4181,71.38,35,30,11.72
475,Ndele,CF,2022-07-23 22:22:34,8.4109,20.6473,68.56,97,60,1.79
476,Alta,NO,2022-07-23 22:22:34,69.9689,23.2717,52.2,81,100,16.11
477,West Bay,KY,2022-07-23 22:22:34,19.3667,-81.4167,87.08,74,20,5.75
478,Aberystwyth,GB,2022-07-23 22:22:35,52.4155,-4.0829,63.9,96,100,17.94
479,Humaita,BR,2022-07-23 22:22:35,-7.5061,-63.0208,85.71,42,10,2.15
480,Borgo San Dalmazzo,IT,2022-07-23 22:22:35,44.333,7.4858,75.67,100,13,3.78
481,Chifeng,CN,2022-07-23 22:22:36,42.2683,118.9636,65.71,79,0,1.59
482,Kalutara,LK,2022-07-23 22:22:36,6.5831,79.9593,77.99,87,98,9.33
483,Gavrilov Posad,RU,2022-07-23 22:22:37,56.5597,40.1175,64.85,74,41,4.18
484,Vitry-Le-Francois,FR,2022-07-23 22:22:37,48.7333,4.5833,68.86,85,92,2.01
485,Narasannapeta,IN,2022-07-23 22:22:37,18.4167,84.05,80.15,85,97,5.26
486,Darhan,MN,2022-07-23 22:22:38,49.4867,105.9228,55.11,85,77,4.54
487,Ancud,CL,2022-07-23 22:22:38,-41.8697,-73.8203,46.22,91,100,1.32
488,Talalayivka,UA,2022-07-23 22:22:39,50.9578,31.9209,64.94,72,0,1.95
489,Dulce Nombre De Culmi,HN,2022-07-23 22:22:39,15.1,-85.5333,86.23,76,90,3.85
490,Avera,US,2022-07-23 22:18:48,33.194,-82.5271,92.71,42,51,1.83
491,Mabaruma,GY,2022-07-23 22:22:39,8.2,-59.7833,77.79,84,15,4.47
492,Beamsville,CA,2022-07-23 22:22:40,43.1668,-79.4829,89.83,72,46,11.5
493,Udachnyy,RU,2022-07-23 22:23:40,66.4167,112.4,62.46,77,55,12.24
494,Verkhoyansk,RU,2022-07-23 22:23:40,67.5447,133.385,58.19,92,100,2.98
495,Forio,IT,2022-07-23 22:23:41,40.7342,13.8646,82.69,76,0,1.01
496,Saint-Georges,GD,2022-07-23 22:20:58,12.0564,-61.7485,82.08,74,20,13.8
497,Uyemskiy,RU,2022-07-23 22:23:41,64.4743,40.8524,57.18,99,100,4.29
498,Luorong,CN,2022-07-23 22:23:42,24.4058,109.6086,78.04,84,0,1.57
499,Naifaru,MV,2022-07-23 22:23:42,5.4444,73.3657,81.66,77,88,15.77
500,Bandarbeyla,SO,2022-07-23 22:21:17,9.4942,50.8122,76.15,83,28,30.24
501,Latung,PH,2022-07-23 22:23:42,5.5,120.8833,82.06,78,67,7.31
502,Zhezkazgan,KZ,2022-07-23 22:22:19,47.8043,67.7144,73.62,30,29,8.81
503,Port Lincoln,AU,2022-07-23 22:23:43,-34.7333,135.8667,55.67,66,69,14.65
504,Desbiens,CA,2022-07-23 22:23:43,48.4178,-71.9495,81.25,60,75,9.13
505,Faribault,US,2022-07-23 22:21:47,44.295,-93.2688,79.23,72,40,6.91
506,Hay River,CA,2022-07-23 22:23:44,60.8156,-115.7999,78.78,38,41,13.8
507,Jalingo,NG,2022-07-23 22:23:44,8.8833,11.3667,71.38,95,81,2.39
508,Baruun-Urt,MN,2022-07-23 22:23:44,46.6806,113.2792,64.4,48,91,9.31
509,Vaitape,PF,2022-07-23 22:19:47,-16.5167,-151.75,79.56,73,9,13.0
510,Rio Grande,BR,2022-07-23 22:23:45,-32.035,-52.0986,62.71,98,63,7.76
511,Mapimi,MX,2022-07-23 22:23:45,25.8167,-103.85,94.39,18,25,12.21
512,Turukhansk,RU,2022-07-23 22:20:23,65.8167,87.9833,61.59,83,100,6.35
513,Tanout,NE,2022-07-23 22:23:46,14.9709,8.8879,87.66,41,50,9.13
514,Tabriz,IR,2022-07-23 22:23:46,38.08,46.2919,71.06,56,0,9.22
515,Ust-Nera,RU,2022-07-23 22:23:46,64.5667,143.2,66.24,76,97,7.85
516,Pangody,RU,2022-07-23 22:23:47,65.85,74.4859,48.65,95,93,10.96
517,San Jeronimo,PE,2022-07-23 22:23:47,-11.9472,-75.2829,63.1,35,71,6.26
518,Labuhan,ID,2022-07-23 22:18:57,-6.8844,112.2051,74.71,86,87,8.25
519,Maddur,IN,2022-07-23 22:23:48,12.6,77.0667,69.71,89,77,7.25
520,Dalby,AU,2022-07-23 22:23:48,-27.1833,151.2667,53.01,80,0,5.95
521,Seymchan,RU,2022-07-23 22:23:48,62.8833,152.4333,66.25,44,100,4.72
522,Crossville,US,2022-07-23 22:20:34,35.949,-85.0269,88.48,57,0,5.75
523,Tucuma,BR,2022-07-23 22:23:49,-0.1833,-50.05,78.46,85,86,7.02
524,Marzuq,YE,2022-07-23 22:23:49,14.4,46.4667,79.74,59,25,7.81
525,Tieling,CN,2022-07-23 22:23:49,42.2931,123.8414,67.46,96,68,4.32
526,Iquitos,PE,2022-07-23 22:23:50,-3.7481,-73.2472,87.84,62,40,4.61
527,Yaval,IN,2022-07-23 22:23:50,21.1667,75.7,74.98,94,100,10.42
528,Shirokiy,RU,2022-07-23 22:23:51,49.758,129.523,63.41,93,24,4.94
529,Qaqortoq,GL,2022-07-23 22:23:51,60.7167,-46.0333,44.65,88,99,4.05
530,Katherine,AU,2022-07-23 22:23:51,-14.4667,132.2667,46.72,71,27,6.91
531,Ancona,IT,2022-07-23 22:22:11,43.55,13.1667,86.34,39,80,2.3
532,Auki,SB,2022-07-23 22:23:52,-8.7676,160.7034,81.54,74,13,2.93
533,Nyurba,RU,2022-07-23 22:23:52,63.2842,118.3319,66.18,76,7,8.28
534,Port Macquarie,AU,2022-07-23 22:23:52,-31.4333,152.9167,53.89,81,90,7.49
535,Plettenberg Bay,ZA,2022-07-23 22:23:53,-34.0527,23.3716,52.84,78,79,10.56
536,Opuwo,NA,2022-07-23 22:23:53,-18.0607,13.84,61.36,36,0,3.6
537,Dankov,RU,2022-07-23 22:23:54,53.2515,39.1555,63.59,81,31,6.55
538,Almaznyy,RU,2022-07-23 22:23:54,48.0448,40.045,59.68,83,41,7.43
539,Ridgecrest,US,2022-07-23 22:24:54,35.6225,-117.6709,103.64,7,52,13.22
540,Damara,CF,2022-07-23 22:24:55,4.9608,18.7035,70.03,93,61,2.53
541,Codo,BR,2022-07-23 22:24:55,-4.4553,-43.8856,80.33,49,83,0.04
542,Mitreni,RO,2022-07-23 22:24:55,44.1667,26.6,80.73,46,0,8.05
543,Ranot,TH,2022-07-23 22:24:56,7.7777,100.3213,79.54,82,100,2.82
544,Lanzhou,CN,2022-07-23 22:24:56,36.0564,103.7922,71.2,56,0,1.52
545,Kemijarvi,FI,2022-07-23 22:24:56,66.7131,27.4306,50.29,85,38,5.59
546,Xifeng,CN,2022-07-23 22:24:57,42.7372,124.7222,66.15,95,91,3.36
547,Beihai,CN,2022-07-23 22:24:57,21.4833,109.1,84.96,71,4,10.51
548,Atakpame,TG,2022-07-23 22:24:57,7.5333,1.1333,70.0,94,100,1.79
549,San Andres,CO,2022-07-23 22:24:58,12.5847,-81.7006,82.17,81,64,17.58
550,Jaciara,BR,2022-07-23 22:24:58,-15.9653,-54.9683,80.87,29,41,0.54
551,Tyukhtet,RU,2022-07-23 22:24:58,56.5389,89.3011,53.35,84,32,4.72
552,Oksbol,DK,2022-07-23 22:24:59,55.6268,8.2876,55.9,84,9,7.81
553,Ichhawar,IN,2022-07-23 22:24:59,23.0167,77.0167,73.26,98,100,9.04
554,Ketchikan,US,2022-07-23 22:24:59,55.3422,-131.6461,59.47,82,100,13.8
555,Biloela,AU,2022-07-23 22:25:00,-24.4167,150.5,56.43,75,0,5.44
556,San Quintin,MX,2022-07-23 22:25:00,30.4833,-115.95,72.0,65,27,10.58
557,Havre-Saint-Pierre,CA,2022-07-23 22:25:00,50.2334,-63.5986,66.42,80,6,5.79
558,Ocotal,NI,2022-07-23 22:25:01,13.6321,-86.4752,75.63,76,97,6.08
559,Estelle,US,2022-07-23 22:25:01,29.8458,-90.1067,91.99,63,75,4.61
560,Haines Junction,CA,2022-07-23 22:25:02,60.7522,-137.5108,59.36,46,87,7.2
561,Lakes Entrance,AU,2022-07-23 22:25:02,-37.8811,147.981,50.38,73,77,4.16
562,Weinan,CN,2022-07-23 22:25:02,34.5036,109.5089,70.14,72,0,2.55
563,Gao,ML,2022-07-23 22:25:03,16.6362,1.637,94.62,35,45,13.87
564,Abu Dhabi,AE,2022-07-23 22:24:57,24.4667,54.3667,92.98,73,75,0.72
565,Grand Gaube,MU,2022-07-23 22:25:03,-20.0064,57.6608,69.39,72,30,5.01
566,Codajas,BR,2022-07-23 22:25:03,-3.8367,-62.0569,81.7,67,95,0.74
567,Villeneuve-Sur-Lot,FR,2022-07-23 22:25:04,44.5,0.6667,68.94,44,3,6.85
568,Severo-Yeniseyskiy,RU,2022-07-23 22:25:04,60.3725,93.0408,44.92,94,83,6.04
569,Sembe,CG,2022-07-23 22:23:30,1.6481,14.5806,70.39,97,46,1.45
